class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat 
0,23,24,6,5,5,5,2,1,15,4,10,10,13,15,22,14,11,7,24,3
0,23,5,24,5,5,5,2,1,15,4,10,10,15,15,22,14,11,7,24,15
0,5,5,6,5,5,5,2,1,7,4,10,10,15,13,22,14,11,7,24,3
0,23,24,6,5,5,5,2,1,6,4,10,10,15,1,22,14,11,7,24,15
0,5,5,6,5,5,5,2,1,7,4,10,10,1,13,22,14,11,7,24,6
0,5,5,24,5,5,5,2,1,15,4,10,10,15,13,22,14,11,7,24,6
0,23,24,6,5,5,5,2,1,7,4,10,10,15,15,22,14,11,7,24,15
0,5,24,6,5,5,5,2,1,6,4,10,10,13,1,22,14,11,7,24,15
1,5,18,15,19,13,5,2,1,22,4,18,18,22,4,22,19,4,22,2,22
0,5,5,6,5,5,5,2,1,7,4,10,10,15,13,22,14,11,7,24,15
0,23,24,24,5,5,5,2,1,6,4,10,10,1,15,22,14,11,7,24,15
0,23,24,6,5,5,5,2,1,6,4,10,10,13,1,22,14,11,7,24,15
0,5,5,24,5,5,5,2,1,6,4,10,10,1,13,22,14,11,7,21,6
0,23,5,24,5,5,5,2,1,15,4,10,10,15,13,22,14,11,7,24,3
0,5,24,6,5,5,5,2,1,6,4,10,10,13,1,22,14,11,7,24,3
0,5,24,24,5,5,5,2,1,6,4,10,10,13,15,22,14,11,7,24,15
0,23,24,6,5,5,5,2,1,15,4,10,10,1,15,22,14,11,7,24,6
0,23,24,6,5,5,5,2,1,6,4,10,10,1,13,22,14,11,7,24,3
0,5,5,24,5,5,5,2,1,6,4,10,10,13,15,22,14,11,7,24,15
0,5,5,6,5,5,5,2,1,15,4,10,10,1,13,22,14,11,7,24,3
0,23,24,6,5,5,5,2,1,7,4,10,10,1,13,22,14,11,7,24,15
0,5,5,24,5,5,5,2,1,15,4,10,10,15,15,22,14,11,7,21,15
0,5,24,6,5,5,5,2,1,7,4,10,10,13,15,22,14,11,7,21,3
0,23,24,6,5,5,5,2,1,15,4,10,10,13,15,22,14,11,7,24,6
0,5,5,6,5,5,5,2,1,7,4,10,10,1,1,22,14,11,7,21,3
0,23,24,6,5,5,5,2,1,7,4,10,10,13,15,22,14,11,7,24,6
0,5,5,6,5,5,5,2,1,15,4,10,10,15,13,22,14,11,7,21,3
0,23,24,24,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,24,15
0,23,5,24,5,5,5,2,1,15,4,10,10,15,15,22,14,11,7,24,6
0,23,24,6,5,5,5,2,1,7,4,10,10,1,15,22,14,11,7,21,15
0,5,5,24,5,5,5,2,1,7,4,10,10,13,15,22,14,11,7,21,15
1,5,24,13,19,13,5,2,1,13,19,18,18,22,6,22,14,15,13,24,3
0,5,5,6,5,5,5,2,1,7,4,10,10,15,1,22,14,11,7,24,3
0,23,24,24,5,5,5,2,1,7,4,10,10,13,13,22,14,11,7,24,15
0,23,18,6,19,5,5,2,1,7,19,5,5,22,22,22,14,15,7,18,6
0,5,24,24,5,5,5,2,1,7,4,10,10,13,13,22,14,11,7,21,15
0,23,24,24,5,5,5,2,1,15,4,10,10,13,15,22,14,11,7,21,15
0,23,5,22,5,2,5,2,13,6,4,18,18,22,22,22,14,15,10,18,3
0,23,5,24,5,5,5,2,1,6,4,10,10,13,15,22,14,11,7,24,3
0,5,18,1,19,5,5,2,1,7,19,5,18,22,22,22,14,15,7,18,20
0,23,24,24,5,5,5,2,1,7,4,10,10,15,1,22,14,11,7,24,6
0,23,24,6,5,5,5,2,1,7,4,10,10,13,15,22,14,11,7,24,3
0,5,5,24,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,24,6
0,5,18,15,19,13,5,2,1,22,4,18,18,22,22,22,19,15,17,21,6
0,5,18,1,19,5,5,2,1,15,19,5,5,22,22,22,14,15,7,21,20
0,23,24,6,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,21,6
0,23,24,6,5,5,5,2,1,7,4,10,10,15,1,22,14,11,7,24,6
0,23,24,6,5,5,5,2,1,15,4,10,10,1,15,22,14,11,7,21,6
0,5,5,6,5,5,5,2,1,6,4,10,10,15,13,22,14,11,7,24,15
0,5,5,6,5,5,5,2,1,6,4,10,10,15,15,22,14,11,7,21,15
0,23,5,24,5,5,5,2,1,7,4,10,10,15,15,22,14,11,7,24,15
0,5,5,24,5,5,5,2,1,7,4,10,10,15,13,22,14,11,7,21,15
1,5,24,20,5,13,5,2,13,20,4,18,5,22,22,22,14,5,7,21,3
0,23,5,24,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,24,6
1,5,5,4,19,13,5,2,1,22,19,18,18,6,22,22,14,15,13,21,3
0,5,5,24,5,5,5,2,1,6,4,10,10,13,15,22,14,11,7,24,6
0,23,5,24,5,5,5,2,1,6,4,10,10,15,15,22,14,11,7,21,6
0,23,24,13,5,5,5,2,13,1,19,10,18,15,15,22,14,4,22,21,11
0,23,24,6,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,24,6
0,23,5,24,5,5,5,2,1,15,4,10,10,1,15,22,14,11,7,24,3
0,5,5,6,5,5,5,2,1,15,4,10,10,15,15,22,14,11,7,24,6
0,23,24,6,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,21,15
0,23,24,6,5,5,5,2,1,7,4,10,10,1,1,22,14,11,7,24,6
0,23,5,24,5,5,5,2,1,7,4,10,10,1,15,22,14,11,7,24,3
0,5,5,24,5,5,5,2,1,7,4,10,10,13,13,22,14,11,7,24,6
0,5,24,6,5,5,5,2,1,6,4,10,10,13,15,22,14,11,7,21,15
0,5,24,6,5,5,5,2,1,7,4,10,10,15,1,22,14,11,7,24,6
1,5,24,13,19,13,5,2,1,13,19,18,18,15,22,22,14,15,13,24,3
0,23,24,24,5,5,5,2,1,6,4,10,10,13,15,22,14,11,7,21,6
1,5,5,4,19,13,5,2,1,22,19,18,18,22,22,22,14,15,10,24,3
0,23,5,24,5,5,5,2,1,7,4,10,10,1,13,22,14,11,7,24,3
0,23,24,6,5,5,5,2,1,7,4,10,10,15,1,22,14,11,7,24,15
0,5,24,6,5,5,5,2,1,7,4,10,10,15,13,22,14,11,7,24,15
0,23,5,24,5,5,5,2,1,15,4,10,10,15,1,22,14,11,7,24,15
0,5,5,6,5,5,5,2,1,7,4,10,10,13,1,22,14,11,7,21,3
0,5,5,6,5,5,5,2,1,15,4,10,10,15,1,22,14,11,7,21,3
0,5,24,6,5,5,5,2,1,15,4,10,10,13,1,22,14,11,7,24,15
0,5,24,6,5,5,5,2,1,6,4,10,10,15,13,22,14,11,7,24,6
0,23,5,24,5,5,5,2,1,6,4,10,10,1,15,22,14,11,7,21,3
0,23,24,24,5,5,5,2,1,7,4,10,10,15,13,22,14,11,7,24,15
0,5,5,24,5,5,5,2,1,6,4,10,10,13,15,22,14,11,7,21,3
0,23,24,6,5,5,5,2,1,6,4,10,10,1,15,22,14,11,7,24,3
0,5,5,24,5,5,5,2,1,6,4,10,10,15,1,22,14,11,7,24,15
0,5,24,6,5,5,5,2,1,6,4,10,10,1,15,22,14,11,7,21,3
0,23,5,15,5,2,5,22,13,15,4,18,18,22,22,22,14,15,10,18,3
0,5,5,24,5,5,5,2,1,6,4,10,10,15,1,22,14,11,7,21,3
0,23,24,6,5,5,5,2,1,7,4,10,10,13,15,22,14,11,7,21,3
0,23,24,24,5,5,5,2,1,15,4,10,10,1,15,22,14,11,7,24,6
0,23,24,6,5,5,5,2,1,7,4,10,10,15,1,22,14,11,7,21,3
0,5,24,24,5,5,5,2,1,7,4,10,10,13,1,22,14,11,7,21,15
0,23,24,6,5,5,5,2,1,6,4,10,10,1,15,22,14,11,7,24,15
0,23,5,24,5,5,5,2,1,6,4,10,10,15,13,22,14,11,7,21,3
0,5,24,6,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,21,3
0,5,24,6,5,5,5,2,1,15,4,10,10,15,1,22,14,11,7,21,6
0,23,24,24,5,5,5,2,1,15,4,10,10,15,13,22,14,11,7,24,3
0,5,5,24,5,5,5,2,1,7,4,10,10,15,1,22,14,11,7,24,3
0,23,24,6,5,5,5,2,1,6,4,10,10,15,13,22,14,11,7,21,3
0,23,24,24,5,5,5,2,1,15,4,10,10,1,1,22,14,11,7,24,3
0,23,24,6,5,5,5,2,1,6,4,10,10,1,15,22,14,11,7,21,3
0,23,24,6,5,5,5,2,1,6,4,10,10,1,15,22,14,11,7,24,6
0,23,5,24,5,5,5,2,1,6,4,10,10,13,1,22,14,11,7,21,6
0,23,24,6,5,5,5,2,1,15,4,10,10,13,1,22,14,11,7,24,3
0,5,5,6,5,5,5,2,1,6,4,10,10,15,1,22,14,11,7,24,15
0,5,5,6,5,5,5,2,1,15,4,10,10,1,1,22,14,11,7,21,6
0,23,24,6,5,5,5,2,1,7,4,10,10,13,13,22,14,11,7,21,15
0,23,5,24,5,5,5,2,1,7,4,10,10,13,15,22,14,11,7,21,3
0,23,24,6,5,5,5,2,1,6,4,10,10,15,13,22,14,11,7,24,3
0,5,5,6,5,5,5,2,1,15,4,10,10,13,1,22,14,11,7,21,15
0,23,24,24,5,5,5,2,1,7,4,10,10,13,15,22,14,11,7,21,15
0,23,5,24,5,5,5,2,1,7,4,10,10,15,13,22,14,11,7,21,3
0,5,24,6,5,5,5,2,1,15,4,10,10,13,13,22,14,11,7,24,3
0,5,5,6,5,5,5,2,1,15,4,10,10,1,15,22,14,11,7,21,15
1,23,18,15,19,13,5,2,1,4,4,18,18,22,22,22,19,4,22,2,22
0,5,5,24,5,5,5,2,1,15,4,10,10,13,15,22,14,11,7,21,3
0,23,18,15,5,2,5,22,13,6,4,18,18,22,22,22,14,15,10,21,3
0,23,5,24,5,5,5,2,1,7,4,10,10,15,15,22,14,11,7,24,6
0,5,5,6,5,5,5,2,1,6,4,10,10,1,15,22,14,11,7,24,15
0,23,5,24,5,5,5,2,1,15,4,10,10,13,1,22,14,11,7,24,6
1,5,5,4,19,13,5,2,1,15,19,18,18,15,15,22,14,15,13,24,3
0,23,24,24,5,5,5,2,1,6,4,10,10,1,13,22,14,11,7,21,3
0,23,5,24,5,5,5,2,1,15,4,10,10,1,15,22,14,11,7,24,6
0,5,24,6,5,5,5,2,1,7,4,10,10,13,15,22,14,11,7,21,6
0,5,5,24,5,5,5,2,1,15,4,10,10,1,15,22,14,11,7,24,6
1,5,24,13,19,13,5,2,1,13,19,18,18,15,22,22,14,15,13,21,3
0,23,24,24,5,5,5,2,1,7,4,10,10,1,1,22,14,11,7,24,15
0,5,5,6,5,5,5,2,1,7,4,10,10,15,1,22,14,11,7,21,15
0,23,24,24,5,5,5,2,1,7,4,10,10,15,13,22,14,11,7,21,15
0,5,5,24,5,5,5,2,1,7,4,10,10,15,13,22,14,11,7,24,3
0,5,24,24,5,5,5,2,1,7,4,10,10,13,15,22,14,11,7,24,3
0,5,24,6,5,5,5,2,1,7,4,10,10,15,15,22,14,11,7,21,6
0,5,5,6,5,5,5,2,1,7,4,10,10,1,15,22,14,11,7,21,6
0,23,24,24,5,5,5,2,1,15,4,10,10,1,13,22,14,11,7,24,6
0,5,24,6,5,5,5,2,1,6,4,10,10,13,13,22,14,11,7,24,15
0,23,24,24,5,5,5,2,1,6,4,10,10,13,13,22,14,11,7,24,6
1,5,5,6,19,13,5,2,1,20,19,18,18,22,22,22,14,15,13,24,3
0,23,18,6,19,5,5,2,1,7,19,5,18,22,22,22,14,15,7,18,6
0,23,24,13,5,5,5,2,13,1,19,18,10,15,22,22,14,4,22,21,15
0,5,18,6,19,5,5,2,1,15,19,18,5,22,22,22,14,15,7,21,6
0,5,24,6,5,5,5,2,1,6,4,10,10,1,13,22,14,11,7,24,6
0,5,24,24,5,5,5,2,1,6,4,10,10,15,15,22,14,11,7,21,6
0,5,24,6,5,5,5,2,1,15,4,10,10,1,15,22,14,11,7,21,3
1,5,24,4,19,13,5,2,1,4,4,18,18,22,4,22,19,4,22,2,22
0,5,24,6,5,5,5,2,1,15,4,10,10,13,13,22,14,11,7,21,15
0,23,5,24,5,5,5,2,1,7,4,10,10,13,13,22,14,11,7,21,6
0,5,5,6,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,24,3
0,23,24,24,5,5,5,2,1,15,4,10,10,15,1,22,14,11,7,24,3
0,5,5,24,5,5,5,2,1,15,4,10,10,13,1,22,14,11,7,24,6
1,5,24,13,19,13,5,2,1,4,4,18,18,4,4,22,19,4,22,2,22
0,5,24,6,5,5,5,2,1,15,4,10,10,15,13,22,14,11,7,21,6
0,10,5,13,5,13,5,2,13,22,4,10,24,22,13,22,14,4,22,21,3
0,5,5,6,5,5,5,2,1,6,4,10,10,1,15,22,14,11,7,21,3
0,5,5,24,5,5,5,2,1,7,4,10,10,13,1,22,14,11,7,21,15
0,23,24,13,5,18,5,2,13,1,19,18,10,22,15,22,14,4,22,21,15
0,5,5,6,5,5,5,2,1,7,4,10,10,15,15,22,14,11,7,21,3
0,5,5,6,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,24,15
0,5,18,22,19,5,5,2,1,22,19,5,5,22,22,22,14,15,7,21,6
0,5,5,24,5,5,5,2,1,6,4,10,10,1,13,22,14,11,7,21,3
0,23,24,6,5,5,5,2,1,7,4,10,10,15,13,22,14,11,7,24,6
0,23,5,24,5,5,5,2,1,7,4,10,10,13,15,22,14,11,7,24,6
1,23,24,4,19,13,5,2,1,22,4,18,18,4,4,22,19,4,22,2,22
0,5,24,24,5,5,5,2,1,6,4,10,10,13,15,22,14,11,7,21,3
0,1,5,24,5,13,5,2,13,22,4,10,24,22,13,22,14,4,22,21,3
0,5,24,24,5,5,5,2,1,15,4,10,10,13,13,22,14,11,7,21,3
0,23,18,6,19,5,5,2,1,15,19,5,5,22,22,22,14,15,7,18,20
0,5,24,24,5,5,5,2,1,7,4,10,10,15,15,22,14,11,7,21,3
0,5,5,24,5,5,5,2,1,15,4,10,10,15,1,22,14,11,7,21,6
1,10,24,4,19,13,5,2,1,4,4,18,18,22,22,22,19,4,22,2,22
0,5,5,24,5,5,5,2,1,15,4,10,10,1,15,22,14,11,7,21,15
0,5,5,24,5,5,5,2,1,6,4,10,10,15,13,22,14,11,7,21,15
1,10,24,13,5,13,5,22,13,22,4,5,18,22,13,22,14,4,22,21,11
0,23,18,22,5,2,5,2,13,15,4,18,18,22,22,22,14,15,13,21,3
0,23,5,24,5,5,5,2,1,6,4,10,10,1,13,22,14,11,7,24,6
0,23,5,24,5,5,5,2,1,6,4,10,10,13,1,22,14,11,7,21,15
0,23,5,24,5,5,5,2,1,6,4,10,10,1,13,22,14,11,7,24,3
0,5,24,24,5,5,5,2,1,15,4,10,10,13,1,22,14,11,7,21,15
0,1,18,1,19,13,5,2,1,6,4,18,18,22,22,22,19,15,17,21,6
0,23,18,22,19,5,5,2,1,7,19,5,5,22,22,22,14,15,7,21,6
1,5,24,4,19,13,5,2,1,13,19,18,18,22,15,22,14,15,13,24,3
0,1,18,22,19,13,5,2,1,6,4,18,18,22,22,22,19,15,17,21,12
1,5,24,15,19,13,5,2,1,22,4,18,18,4,4,22,19,4,22,2,22
0,23,18,22,19,5,5,2,1,15,19,5,5,22,22,22,14,15,7,21,6
1,10,24,13,19,13,5,2,1,22,4,18,18,22,22,22,19,4,22,2,22
0,23,24,24,5,5,5,2,1,7,4,10,10,13,1,22,14,11,7,24,15
0,5,18,1,19,5,5,2,1,7,19,5,18,22,22,22,14,15,7,21,20
0,5,24,6,5,5,5,2,1,7,4,10,10,13,13,22,14,11,7,21,3
0,23,24,24,5,5,5,2,1,7,4,10,10,1,13,22,14,11,7,21,3
0,23,24,6,5,5,5,2,1,15,4,10,10,13,1,22,14,11,7,21,3
0,23,5,24,5,5,5,2,1,6,4,10,10,13,15,22,14,11,7,24,15
0,23,24,24,5,5,5,2,1,7,4,10,10,15,1,22,14,11,7,21,3
0,23,24,24,5,5,5,2,1,7,4,10,10,15,13,22,14,11,7,24,3
0,23,5,24,5,5,5,2,1,6,4,10,10,1,13,22,14,11,7,24,15
0,23,24,6,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,24,15
0,5,5,6,5,5,5,2,1,15,4,10,10,13,13,22,14,11,7,21,15
1,10,18,4,19,13,5,2,1,22,4,18,18,4,22,22,19,4,22,2,22
1,5,24,13,19,13,5,2,1,4,4,18,18,4,22,22,19,4,22,2,22
1,5,18,1,19,13,5,2,1,22,4,18,18,4,22,22,19,4,22,2,22
0,23,24,24,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,21,3
1,5,5,6,19,13,5,2,1,20,19,18,18,15,15,22,14,15,13,21,3
0,5,5,24,5,5,5,2,1,15,4,10,10,13,13,22,14,11,7,24,15
0,5,24,6,5,5,5,2,1,7,4,10,10,15,15,22,14,11,7,24,6
0,23,18,6,19,5,5,2,1,15,19,5,5,22,22,22,14,15,7,21,6
0,5,5,6,5,5,5,2,1,15,4,10,10,15,15,22,14,11,7,21,15
0,23,5,24,5,5,5,2,1,7,4,10,10,15,1,22,14,11,7,24,3
0,5,5,24,5,5,5,2,1,15,4,10,10,13,15,22,14,11,7,21,6
0,23,24,13,5,5,5,2,13,1,19,10,10,22,22,22,14,4,22,21,11
0,5,5,6,5,5,5,2,1,7,4,10,10,1,13,22,14,11,7,21,15
1,5,24,13,19,13,5,2,1,4,4,18,18,22,22,22,19,4,22,2,22
1,5,24,4,19,13,5,2,1,15,19,18,18,6,15,22,14,15,10,21,3
0,5,24,6,5,5,5,2,1,6,4,10,10,15,1,22,14,11,7,24,6
0,23,24,24,5,5,5,2,1,7,4,10,10,15,15,22,14,11,7,21,15
0,5,5,6,5,5,5,2,1,15,4,10,10,13,13,22,14,11,7,24,3
1,5,5,4,19,13,5,2,1,13,19,18,18,15,22,22,14,15,13,21,3
0,23,24,24,5,5,5,2,1,7,4,10,10,15,1,22,14,11,7,21,15
0,5,5,24,5,5,5,2,1,15,4,10,10,1,1,22,14,11,7,24,15
0,5,5,6,5,5,5,2,1,15,4,10,10,15,13,22,14,11,7,21,15
0,5,24,24,5,5,5,2,1,6,4,10,10,13,1,22,14,11,7,24,3
0,23,24,6,5,5,5,2,1,7,4,10,10,1,1,22,14,11,7,21,3
0,1,24,22,19,13,5,2,1,22,4,18,18,22,22,22,19,15,17,21,12
0,5,5,24,5,5,5,2,1,15,4,10,10,15,15,22,14,11,7,24,15
0,23,24,13,5,5,5,2,13,1,19,10,18,15,22,22,14,4,22,21,3
0,5,5,6,5,5,5,2,1,6,4,10,10,15,15,22,14,11,7,24,6
0,23,24,24,5,5,5,2,1,6,4,10,10,13,13,22,14,11,7,21,6
0,5,24,24,5,5,5,2,1,6,4,10,10,13,13,22,14,11,7,24,15
1,5,24,15,19,13,5,2,1,4,4,18,18,4,4,22,19,4,22,2,22
0,23,18,22,19,5,5,2,1,7,19,18,18,22,22,22,14,15,7,18,6
0,5,24,6,5,5,5,2,1,7,4,10,10,13,15,22,14,11,7,24,6
0,23,24,6,5,5,5,2,1,7,4,10,10,1,1,22,14,11,7,21,15
0,23,5,24,5,5,5,2,1,15,4,10,10,13,15,22,14,11,7,21,6
0,5,18,1,19,5,5,2,1,22,19,5,18,22,22,22,14,15,7,18,20
0,23,5,6,5,2,5,2,13,6,4,18,18,22,22,22,14,15,10,21,3
0,23,5,24,5,5,5,2,1,6,4,10,10,13,13,22,14,11,7,24,15
0,5,24,6,5,5,5,2,1,15,4,10,10,1,15,22,14,11,7,24,6
0,5,24,24,5,5,5,2,1,7,4,10,10,13,13,22,14,11,7,24,15
1,23,24,17,5,13,5,2,13,15,4,18,5,22,22,22,14,5,7,24,3
1,5,24,22,5,13,5,2,13,7,4,18,5,22,22,22,14,5,7,21,3
0,23,5,24,5,5,5,2,1,7,4,10,10,13,1,22,14,11,7,21,3
0,5,24,24,5,5,5,2,1,7,4,10,10,1,13,22,14,11,7,24,15
0,5,24,24,5,5,5,2,1,15,4,10,10,13,15,22,14,11,7,24,6
0,23,24,4,5,24,5,2,13,1,19,10,10,15,22,22,14,4,22,21,15
0,23,24,4,5,24,5,2,13,1,19,10,10,15,22,22,14,4,22,21,11
0,23,24,6,5,5,5,2,1,7,4,10,10,1,1,22,14,11,7,24,3
0,23,24,24,5,5,5,2,1,6,4,10,10,13,1,22,14,11,7,21,6
0,5,5,6,5,5,5,2,1,7,4,10,10,1,13,22,14,11,7,24,3
0,23,24,6,5,5,5,2,1,6,4,10,10,13,1,22,14,11,7,24,6
0,23,24,24,5,5,5,2,1,6,4,10,10,15,15,22,14,11,7,21,3
0,5,5,24,5,5,5,2,1,7,4,10,10,13,1,22,14,11,7,24,15
1,5,18,4,19,13,5,2,1,22,4,18,18,22,4,22,19,4,22,2,22
0,5,5,24,5,5,5,2,1,7,4,10,10,1,13,22,14,11,7,24,15
0,23,24,24,5,5,5,2,1,7,4,10,10,15,15,22,14,11,7,24,15
0,5,18,6,19,5,5,2,1,15,19,5,18,22,22,22,14,15,7,18,6
0,5,5,24,5,5,5,2,1,15,4,10,10,1,15,22,14,11,7,21,6
0,23,24,24,5,5,5,2,1,7,4,10,10,13,13,22,14,11,7,24,3
0,23,5,24,5,5,5,2,1,15,4,10,10,13,1,22,14,11,7,24,15
0,23,18,6,19,5,5,2,1,7,19,5,5,22,22,22,14,15,7,21,20
0,5,24,6,5,5,5,2,1,15,4,10,10,15,15,22,14,11,7,24,6
0,5,5,6,5,5,5,2,1,7,4,10,10,15,13,22,14,11,7,21,6
0,23,18,22,5,2,5,2,13,13,4,18,18,22,22,22,14,15,10,21,3
0,5,24,6,5,5,5,2,1,15,4,10,10,1,1,22,14,11,7,24,15
1,5,24,4,19,13,5,2,1,20,19,18,18,15,22,22,14,15,13,24,3
0,23,5,24,5,5,5,2,1,6,4,10,10,15,15,22,14,11,7,24,6
0,23,24,24,5,5,5,2,1,15,4,10,10,13,15,22,14,11,7,24,15
1,10,18,1,19,13,5,2,1,4,4,18,18,22,22,22,19,4,22,2,22
0,5,5,24,5,5,5,2,1,7,4,10,10,1,15,22,14,11,7,21,6
0,5,5,24,5,5,5,2,1,6,4,10,10,15,15,22,14,11,7,21,3
0,23,24,24,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,24,6
1,23,5,13,5,13,5,22,13,22,4,18,5,22,13,22,14,4,22,21,11
1,23,24,4,19,13,5,2,1,4,4,18,18,4,4,22,19,4,22,2,22
0,23,24,6,5,5,5,2,1,6,4,10,10,15,13,22,14,11,7,21,15
0,23,5,24,5,5,5,2,1,6,4,10,10,15,1,22,14,11,7,21,6
0,5,18,6,19,5,5,2,1,7,19,5,5,22,22,22,14,15,7,21,6
0,23,24,24,5,5,5,2,1,6,4,10,10,15,1,22,14,11,7,24,6
0,5,24,6,5,5,5,2,1,15,4,10,10,1,13,22,14,11,7,21,15
0,23,24,6,5,5,5,2,1,15,4,10,10,13,1,22,14,11,7,21,6
0,23,24,13,5,18,5,2,13,1,19,18,10,22,22,22,14,4,22,21,15
1,10,18,1,19,13,5,2,1,22,4,18,18,4,22,22,19,4,22,2,22
0,5,5,24,5,5,5,2,1,6,4,10,10,1,15,22,14,11,7,24,3
0,23,5,6,5,5,5,2,1,6,4,10,10,1,15,22,14,11,7,21,15
0,5,24,6,5,5,5,2,1,7,4,10,10,1,1,22,14,11,7,24,15
0,23,5,24,5,5,5,2,1,6,4,10,10,1,13,22,14,11,7,21,3
0,5,24,24,5,5,5,2,1,7,4,10,10,13,13,22,14,11,7,21,6
1,10,18,15,19,13,5,2,1,22,4,18,18,4,4,22,19,4,22,2,22
0,5,24,13,5,13,5,2,13,22,4,10,24,22,13,22,14,4,22,21,3
0,23,24,6,5,5,5,2,1,6,4,10,10,13,13,22,14,11,7,24,3
0,23,5,24,5,5,5,2,1,7,4,10,10,13,15,22,14,11,7,24,3
0,23,24,6,5,5,5,2,1,7,4,10,10,13,1,22,14,11,7,21,15
0,5,18,1,19,5,5,2,1,22,19,5,5,22,22,22,14,15,7,21,20
1,5,18,1,19,13,5,2,1,22,4,18,18,22,22,22,19,4,22,2,22
0,5,18,22,19,5,5,2,1,22,19,5,5,22,22,22,14,15,7,18,20
0,5,24,6,5,5,5,2,1,6,4,10,10,1,13,22,14,11,7,24,15
0,23,5,24,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,21,15
0,5,24,6,5,5,5,2,1,7,4,10,10,13,13,22,14,11,7,21,15
0,5,24,24,5,5,5,2,1,6,4,10,10,13,1,22,14,11,7,24,6
0,5,5,24,5,5,5,2,1,15,4,10,10,13,13,22,14,11,7,21,3
0,23,18,1,19,5,5,2,1,7,19,18,18,22,22,22,14,15,7,21,20
0,5,5,6,5,5,5,2,1,6,4,10,10,15,15,22,14,11,7,24,15
0,23,24,6,5,5,5,2,1,7,4,10,10,15,13,22,14,11,7,24,3
0,5,5,24,5,5,5,2,1,15,4,10,10,1,1,22,14,11,7,24,6
0,5,24,24,5,5,5,2,1,7,4,10,10,15,15,22,14,11,7,24,3
0,5,18,6,19,5,5,2,1,15,19,18,5,22,22,22,14,15,7,18,20
1,5,18,1,19,13,5,2,1,22,4,18,18,22,4,22,19,4,22,2,22
1,23,18,15,19,13,5,2,1,22,4,18,18,4,4,22,19,4,22,2,22
1,10,18,13,19,13,5,2,1,4,4,18,18,22,22,22,19,4,22,2,22
0,5,24,15,19,13,5,2,1,6,4,18,18,22,22,22,19,15,17,21,6
0,5,24,6,5,5,5,2,1,15,4,10,10,15,15,22,14,11,7,21,15
0,23,24,24,5,5,5,2,1,7,4,10,10,1,1,22,14,11,7,21,15
0,5,5,6,5,5,5,2,1,6,4,10,10,1,15,22,14,11,7,21,6
0,5,5,6,5,5,5,2,1,15,4,10,10,15,15,22,14,11,7,24,3
0,23,5,24,5,5,5,2,1,15,4,10,10,1,13,22,14,11,7,24,15
0,5,5,6,5,5,5,2,1,15,4,10,10,13,1,22,14,11,7,21,3
0,5,24,6,5,5,5,2,1,7,4,10,10,1,15,22,14,11,7,24,3
0,5,24,24,5,5,5,2,1,7,4,10,10,1,1,22,14,11,7,21,3
0,5,5,24,5,5,5,2,1,15,4,10,10,1,1,22,14,11,7,21,6
0,5,24,24,5,5,5,2,1,15,4,10,10,15,13,22,14,11,7,24,6
0,23,24,24,5,5,5,2,1,15,4,10,10,15,1,22,14,11,7,21,3
0,23,24,24,5,5,5,2,1,7,4,10,10,1,13,22,14,11,7,24,15
0,5,24,6,5,5,5,2,1,6,4,10,10,15,13,22,14,11,7,21,6
0,5,5,6,5,5,5,2,1,6,4,10,10,1,15,22,14,11,7,24,3
0,23,24,24,5,5,5,2,1,6,4,10,10,13,15,22,14,11,7,21,15
0,23,24,24,5,5,5,2,1,6,4,10,10,13,13,22,14,11,7,24,15
1,5,24,20,5,13,5,2,13,22,4,18,5,22,22,22,14,5,7,24,3
0,5,5,6,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,21,6
0,23,24,13,5,24,5,2,13,1,19,18,18,22,15,22,14,4,22,21,11
0,23,24,24,5,5,5,2,1,15,4,10,10,15,13,22,14,11,7,21,6
0,23,24,24,5,5,5,2,1,15,4,10,10,13,13,22,14,11,7,24,15
0,23,24,6,5,5,5,2,1,7,4,10,10,13,13,22,14,11,7,21,6
0,5,5,24,5,5,5,2,1,6,4,10,10,1,1,22,14,11,7,21,3
0,23,5,24,5,5,5,2,1,15,4,10,10,13,15,22,14,11,7,24,3
0,23,24,6,5,5,5,2,1,7,4,10,10,13,15,22,14,11,7,21,15
1,5,18,1,19,13,5,2,1,4,4,18,18,22,22,22,19,4,22,2,22
0,5,5,6,5,5,5,2,1,7,4,10,10,15,15,22,14,11,7,24,15
